ibge7,municipio,uf,estabelecimentos_total,estabelecimentos_agricultura_familiar
4314175,Pedras Altas,RS,519,310
4314209,Pedro Osório,RS,165,62
4314308,Pejuçara,RS,283,182
4314407,Pelotas,RS,2697,2444
4314423,Picada Café,RS,176,143
4314456,Pinhal,RS,440,374
4314464,Pinhal da Serra,RS,563,442
4314472,Pinhal Grande,RS,679,624
4314498,Pinheirinho do Vale,RS,680,576
4314506,Pinheiro Machado,RS,1375,827
4314548,Pinto Bandeira,RS,413,348
4314555,Pirapó,RS,614,504
4314605,Piratini,RS,2697,2043
4314704,Planalto,RS,1080,956
4314753,Poço das Antas,RS,468,383
4314779,Pontão,RS,440,348
4314787,Ponte Preta,RS,299,271
4314803,Portão,RS,372,192
4314902,Porto Alegre,RS,384,211
4315008,Porto Lucena,RS,1098,966
4315057,Porto Mauá,RS,432,383
4315073,Porto Vera Cruz,RS,494,419
4315107,Porto Xavier,RS,1120,910
4315131,Pouso Novo,RS,306,244
4315149,Presidente Lucena,RS,281,263
4315156,Progresso,RS,1033,952
4315172,Protásio Alves,RS,330,181
4315206,Putinga,RS,634,602
4315305,Quaraí,RS,933,413
4315313,Quatro Irmãos,RS,210,166
4315321,Quevedos,RS,562,470
4315354,Quinze de Novembro,RS,433,379
4315404,Redentora,RS,1086,935
4315453,Relvado,RS,352,318
4315503,Restinga Sêca,RS,1153,883
4315552,Rio dos Índios,RS,564,504
4315602,Rio Grande,RS,915,556
4315701,Rio Pardo,RS,2437,1903
4315750,Riozinho,RS,428,268
4315800,Roca Sales,RS,816,660
4315909,Rodeio Bonito,RS,515,455
4315958,Rolador,RS,712,609
4316006,Rolante,RS,940,688
4316105,Ronda Alta,RS,782,654
4316204,Rondinha,RS,763,695
4316303,Roque Gonzales,RS,999,867
4316402,Rosário do Sul,RS,1661,871
4316428,Sagrada Família,RS,350,294
4316436,Saldanha Marinho,RS,249,189
4316451,Salto do Jacuí,RS,437,374
4316477,Salvador das Missões,RS,355,306
4316501,Salvador do Sul,RS,419,366
4316600,Sananduva,RS,1338,1222
4316709,Santa Bárbara do Sul,RS,651,435
4316733,Santa Cecília do Sul,RS,429,351
4316758,Santa Clara do Sul,RS,619,560
4316808,Santa Cruz do Sul,RS,2455,2301
4316907,Santa Maria,RS,1703,1245
4316956,Santa Maria do Herval,RS,578,547
4316972,Santa Margarida do Sul,RS,506,323
4317004,Santana da Boa Vista,RS,1737,1304
4317103,Sant'Ana do Livramento,RS,2962,1746
4317202,Santa Rosa,RS,1383,1207
4317251,Santa Tereza,RS,270,250
4317301,Santa Vitória do Palmar,RS,632,251
4317400,Santiago,RS,1496,1128
4317509,Santo Ângelo,RS,1216,1036
4317558,Santo Antônio do Palma,RS,393,299
4317608,Santo Antônio da Patrulha,RS,2701,2113
4317707,Santo Antônio das Missões,RS,1210,833
4317756,Santo Antônio do Planalto,RS,310,204
4317806,Santo Augusto,RS,586,460
4317905,Santo Cristo,RS,1693,1438
4317954,Santo Expedito do Sul,RS,498,467
4318002,São Borja,RS,1017,535
4318051,São Domingos do Sul,RS,297,271
4318101,São Francisco de Assis,RS,2325,1788
4318200,São Francisco de Paula,RS,1355,693
4318309,São Gabriel,RS,2208,1348
4318408,São Jerônimo,RS,1499,1172
4318424,São João da Urtiga,RS,634,605
4318432,São João do Polêsine,RS,184,153
4318440,São Jorge,RS,391,345
4318457,São José das Missões,RS,563,468
4318465,São José do Herval,RS,383,313
4318481,São José do Hortêncio,RS,269,232
4318499,São José do Inhacorá,RS,424,359
4318507,São José do Norte,RS,1649,1359
4318606,São José do Ouro,RS,664,572
4318614,São José do Sul,RS,351,343
4318622,São José dos Ausentes,RS,508,235
4318705,São Leopoldo,RS,65,35
4318804,São Lourenço do Sul,RS,3850,3334
4318903,São Luiz Gonzaga,RS,1265,934
4319000,São Marcos,RS,617,519
4319109,São Martinho,RS,462,400
4319125,São Martinho da Serra,RS,629,482
4319158,São Miguel das Missões,RS,1079,826
4319208,São Nicolau,RS,686,535
4319307,São Paulo das Missões,RS,1096,992
4319356,São Pedro da Serra,RS,218,198
4319364,São Pedro das Missões,RS,332,283
4319372,São Pedro do Butiá,RS,425,348
4319406,São Pedro do Sul,RS,1350,1083
4319505,São Sebastião do Caí,RS,622,469
4319604,São Sepé,RS,1587,1114
4319703,São Valentim,RS,420,399
4319711,São Valentim do Sul,RS,412,358
4319737,São Valério do Sul,RS,281,236
4319752,São Vendelino,RS,153,126
4319802,São Vicente do Sul,RS,955,504
4319901,Sapiranga,RS,242,158
4320008,Sapucaia do Sul,RS,37,26
4320107,Sarandi,RS,739,643
4320206,Seberi,RS,1160,979
4320230,Sede Nova,RS,335,288
4320263,Segredo,RS,982,935
4320305,Selbach,RS,490,411
4320321,Senador Salgado Filho,RS,539,459
4320354,Sentinela do Sul,RS,888,686
4320404,Serafina Corrêa,RS,473,441
4320453,Sério,RS,517,452
4320503,Sertão,RS,736,630
4320552,Sertão Santana,RS,947,821
4320578,Sete de Setembro,RS,351,306
4320602,Severiano de Almeida,RS,648,573
4320651,Silveira Martins,RS,356,334
4320677,Sinimbu,RS,1675,1595
4320701,Sobradinho,RS,655,589
4320800,Soledade,RS,1353,963
4320859,Tabaí,RS,677,499
4320909,Tapejara,RS,652,573
4321006,Tapera,RS,364,301
4321105,Tapes,RS,276,139
4321204,Taquara,RS,1360,1047
4321303,Taquari,RS,849,574
4321329,Taquaruçu do Sul,RS,416,367
4321352,Tavares,RS,717,546
4321402,Tenente Portela,RS,876,776
4321436,Terra de Areia,RS,301,233
4321451,Teutônia,RS,960,858
4321469,Tio Hugo,RS,323,306
4321477,Tiradentes do Sul,RS,927,884
4321493,Toropi,RS,597,544
4321501,Torres,RS,352,302
4321600,Tramandaí,RS,69,39
4321626,Travesseiro,RS,415,360
4321634,Três Arroios,RS,570,508
4321667,Três Cachoeiras,RS,681,609
4321709,Três Coroas,RS,420,315
4321808,Três de Maio,RS,1395,1200
4321832,Três Forquilhas,RS,409,341
4321857,Três Palmeiras,RS,478,402
4321907,Três Passos,RS,1285,1152
4321956,Trindade do Sul,RS,529,442
4322004,Triunfo,RS,1236,884
4322103,Tucunduva,RS,536,468
4322152,Tunas,RS,772,713
4322186,Tupanci do Sul,RS,412,345
4322202,Tupanciretã,RS,1180,905
4322251,Tupandi,RS,492,417
4322301,Tuparendi,RS,1006,859
4322327,Turuçu,RS,372,333
4322343,Ubiretama,RS,664,623
4322350,União da Serra,RS,374,311
4322376,Unistalda,RS,514,397
4322400,Uruguaiana,RS,1116,394
4322509,Vacaria,RS,1039,506
4322525,Vale Verde,RS,479,393
4322533,Vale do Sol,RS,1719,1630
4322541,Vale Real,RS,125,122
4322558,Vanini,RS,320,299
4322608,Venâncio Aires,RS,4367,3981
4322707,Vera Cruz,RS,1597,1501
4322806,Veranópolis,RS,729,545
4322855,Vespasiano Corrêa,RS,401,365
4322905,Viadutos,RS,726,680
4323002,Viamão,RS,1542,868
4323101,Vicente Dutra,RS,798,763
4323200,Victor Graeff,RS,579,455
4323309,Vila Flores,RS,260,238
4323358,Vila Lângaro,RS,416,381
4323408,Vila Maria,RS,545,505
4323457,Vila Nova do Sul,RS,527,330
4323507,Vista Alegre,RS,413,366
4323606,Vista Alegre do Prata,RS,316,261
4323705,Vista Gaúcha,RS,391,353
4323754,Vitória das Missões,RS,774,694
4323770,Westfália,RS,460,380
4323804,Xangri-lá,RS,18,4
5000203,Água Clara,MS,376,22
5000252,Alcinópolis,MS,604,184
5000609,Amambai,MS,1429,879
5000708,Anastácio,MS,1058,813
5000807,Anaurilândia,MS,777,461
5000856,Angélica,MS,487,278
5000906,Antônio João,MS,298,168
5001003,Aparecida do Taboado,MS,734,307
5001102,Aquidauana,MS,1223,720
5001243,Aral Moreira,MS,618,371
5001508,Bandeirantes,MS,704,316
5001904,Bataguassu,MS,904,595
5002001,Batayporã,MS,492,282
5002100,Bela Vista,MS,1316,782
5002159,Bodoquena,MS,670,494
5002209,Bonito,MS,895,397
5002308,Brasilândia,MS,831,393
5002407,Caarapó,MS,910,537
5002605,Camapuã,MS,974,404
5002704,Campo Grande,MS,1849,758
5002803,Caracol,MS,472,156
5002902,Cassilândia,MS,698,231
5002951,Chapadão do Sul,MS,265,71
5003108,Corguinho,MS,638,350
5003157,Coronel Sapucaia,MS,478,216
5003207,Corumbá,MS,1766,938
5003256,Costa Rica,MS,590,295
5003306,Coxim,MS,1036,565
5003454,Deodápolis,MS,681,473
5003488,Dois Irmãos do Buriti,MS,752,523
5003504,Douradina,MS,223,136
5003702,Dourados,MS,1718,1013
5003751,Eldorado,MS,427,318
5003801,Fátima do Sul,MS,620,494
5003900,Figueirão,MS,495,180
5004007,Glória de Dourados,MS,744,527
5004106,Guia Lopes da Laguna,MS,672,520
5004304,Iguatemi,MS,927,632
5004403,Inocência,MS,817,238
5004502,Itaporã,MS,822,477
5004601,Itaquiraí,MS,2820,2392
5004700,Ivinhema,MS,1315,990
5004809,Japorã,MS,922,814
5004908,Jaraguari,MS,1527,1025
5005004,Jardim,MS,657,396
5005103,Jateí,MS,381,220
5005152,Juti,MS,339,209
5005202,Ladário,MS,161,112
5005251,Laguna Carapã,MS,424,231
5005400,Maracaju,MS,701,252
5005608,Miranda,MS,864,678
5005681,Mundo Novo,MS,424,293
5005707,Naviraí,MS,442,189
5005806,Nioaque,MS,2003,1442
5006002,Nova Alvorada do Sul,MS,956,616
5006200,Nova Andradina,MS,1930,1483
5006259,Novo Horizonte do Sul,MS,611,476
5006275,Paraíso das Águas,MS,492,174
5006309,Paranaíba,MS,1711,739
5006358,Paranhos,MS,294,195
5006408,Pedro Gomes,MS,563,304
5006606,Ponta Porã,MS,2844,2196
5006903,Porto Murtinho,MS,484,123
5007109,Ribas do Rio Pardo,MS,1203,291
5007208,Rio Brilhante,MS,1102,650
5007307,Rio Negro,MS,444,225
5007406,Rio Verde de Mato Grosso,MS,825,293
5007505,Rochedo,MS,694,384
5007554,Santa Rita do Pardo,MS,985,514
5007695,São Gabriel do Oeste,MS,726,381
5007703,Sete Quedas,MS,262,146
5007802,Selvíria,MS,606,364
5007901,Sidrolândia,MS,4087,3314
5007935,Sonora,MS,243,137
5007950,Tacuru,MS,686,507
5007976,Taquarussu,MS,330,237
5008008,Terenos,MS,2606,1952
5008305,Três Lagoas,MS,1101,458
5008404,Vicentina,MS,409,307
5100102,Acorizal,MT,565,337
5100201,Água Boa,MT,1009,601
5100250,Alta Floresta,MT,1675,1198
5100300,Alto Araguaia,MT,691,284
5100359,Alto Boa Vista,MT,207,183
5100409,Alto Garças,MT,298,106
5100508,Alto Paraguai,MT,617,446
5100607,Alto Taquari,MT,159,71
5100805,Apiacás,MT,696,437
5101001,Araguaiana,MT,251,96
5101209,Araguainha,MT,64,27
5101258,Araputanga,MT,697,507
5101308,Arenápolis,MT,284,211
5101407,Aripuanã,MT,2084,1527
5101605,Barão de Melgaço,MT,822,629
5101704,Barra do Bugres,MT,532,369
5101803,Barra do Garças,MT,823,439
5101852,Bom Jesus do Araguaia,MT,943,724
5101902,Brasnorte,MT,943,707
5102504,Cáceres,MT,3536,2603
5102603,Campinápolis,MT,831,622
5102637,Campo Novo do Parecis,MT,269,94
5102678,Campo Verde,MT,1166,894
5102686,Campos de Júlio,MT,111,21
5102694,Canabrava do Norte,MT,744,578
5102702,Canarana,MT,444,122
5102793,Carlinda,MT,1329,1100
5102850,Castanheira,MT,1440,1240
5103007,Chapada dos Guimarães,MT,1094,803
5103056,Cláudia,MT,706,409
5103106,Cocalinho,MT,505,195
5103205,Colíder,MT,1783,1382
5103254,Colniza,MT,3475,2759
5103304,Comodoro,MT,1207,825
5103353,Confresa,MT,2300,1939
5103361,Conquista D'Oeste,MT,204,160
5103379,Cotriguaçu,MT,2047,1554
5103403,Cuiabá,MT,1505,811
5103437,Curvelândia,MT,466,393
5103452,Denise,MT,541,426
5103502,Diamantino,MT,795,524
5103601,Dom Aquino,MT,567,328
5103700,Feliz Natal,MT,304,174
5103809,Figueirópolis D'Oeste,MT,717,593
5103858,Gaúcha do Norte,MT,522,242
5103908,General Carneiro,MT,359,187
5103957,Glória D'Oeste,MT,343,260
5104104,Guarantã do Norte,MT,1453,1051
5104203,Guiratinga,MT,636,348
5104500,Indiavaí,MT,210,144
5104526,Ipiranga do Norte,MT,167,58
5104542,Itanhangá,MT,1246,1142
5104559,Itaúba,MT,238,88
5104609,Itiquira,MT,512,189
5104807,Jaciara,MT,634,503
5104906,Jangada,MT,546,420
5105002,Jauru,MT,967,827
5105101,Juara,MT,1689,1149
5105150,Juína,MT,2759,1957
5105176,Juruena,MT,1059,738
5105200,Juscimeira,MT,920,726
5105234,Lambari D'Oeste,MT,424,258
5105259,Lucas do Rio Verde,MT,321,116
5105309,Luciara,MT,218,103
5105507,Vila Bela da Santíssima Trindade,MT,1521,1048
5105580,Marcelândia,MT,910,498
5105606,Matupá,MT,967,707
5105622,Mirassol d'Oeste,MT,1424,1129
5105903,Nobres,MT,656,441
5106000,Nortelândia,MT,446,295
5106109,Nossa Senhora do Livramento,MT,1842,1129
5106158,Nova Bandeirantes,MT,1626,1353
5106174,Nova Nazaré,MT,275,153
5106182,Nova Lacerda,MT,659,510
5106190,Nova Santa Helena,MT,361,258
5106208,Nova Brasilândia,MT,409,300
5106216,Nova Canaã do Norte,MT,1587,1262
5106224,Nova Mutum,MT,661,285
5106232,Nova Olímpia,MT,451,319
5106240,Nova Ubiratã,MT,725,493
5106257,Nova Xavantina,MT,1362,940
5106265,Novo Mundo,MT,1203,863
5106273,Novo Horizonte do Norte,MT,548,445
5106281,Novo São Joaquim,MT,823,602
5106299,Paranaíta,MT,1736,1180
5106307,Paranatinga,MT,1157,667
5106315,Novo Santo Antônio,MT,229,111
5106372,Pedra Preta,MT,1079,692
5106422,Peixoto de Azevedo,MT,1873,1416
5106455,Planalto da Serra,MT,253,190
5106505,Poconé,MT,2551,1684
5106653,Pontal do Araguaia,MT,391,144
5106703,Ponte Branca,MT,143,75
5106752,Pontes e Lacerda,MT,1302,912
5106778,Porto Alegre do Norte,MT,793,635
5106802,Porto dos Gaúchos,MT,300,149
5106828,Porto Esperidião,MT,1169,866
5106851,Porto Estrela,MT,316,186
5107008,Poxoréu,MT,1629,951
5107040,Primavera do Leste,MT,361,89
5107065,Querência,MT,678,462
5107107,São José dos Quatro Marcos,MT,1568,1258
5107156,Reserva do Cabaçal,MT,267,175
5107180,Ribeirão Cascalheira,MT,861,583
5107198,Ribeirãozinho,MT,176,117
5107206,Rio Branco,MT,277,202
5107248,Santa Carmem,MT,172,58
5107263,Santo Afonso,MT,385,249
5107297,São José do Povo,MT,482,384
5107305,São José do Rio Claro,MT,708,442
5107354,São José do Xingu,MT,342,191
5107404,São Pedro da Cipa,MT,203,146
5107578,Rondolândia,MT,462,302
5107602,Rondonópolis,MT,2341,1519
5107701,Rosário Oeste,MT,1631,1042
5107743,Santa Cruz do Xingu,MT,262,174
5107750,Salto do Céu,MT,598,436
5107768,Santa Rita do Trivelato,MT,99,15
5107776,Santa Terezinha,MT,818,656
5107792,Santo Antônio do Leste,MT,121,41
5107800,Santo Antônio de Leverger,MT,2382,1465
5107859,São Félix do Araguaia,MT,1070,717
5107875,Sapezal,MT,134,36
5107883,Serra Nova Dourada,MT,462,319
5107909,Sinop,MT,936,557
5107925,Sorriso,MT,830,335
5107941,Tabaporã,MT,756,558
5107958,Tangará da Serra,MT,1565,1155
5108006,Tapurah,MT,264,105
5108055,Terra Nova do Norte,MT,1428,1069
5108105,Tesouro,MT,258,73
5108204,Torixoréu,MT,465,249
5108303,União do Sul,MT,308,146
5108352,Vale de São Domingos,MT,495,433
5108402,Várzea Grande,MT,693,402
5108501,Vera,MT,428,252
5108600,Vila Rica,MT,1514,1077
5108808,Nova Guarita,MT,587,501
5108857,Nova Marilândia,MT,225,115
5108907,Nova Maringá,MT,288,121
5108956,Nova Monte Verde,MT,733,567
5200050,Abadia de Goiás,GO,177,95
5200100,Abadiânia,GO,995,518
5200134,Acreúna,GO,407,211
5200159,Adelândia,GO,130,96
5200175,Água Fria de Goiás,GO,647,361
5200209,Água Limpa,GO,354,268
5200258,Águas Lindas de Goiás,GO,32,23
5200308,Alexânia,GO,598,393
5200506,Aloândia,GO,170,141
5200555,Alto Horizonte,GO,223,132
5200605,Alto Paraíso de Goiás,GO,385,183
5200803,Alvorada do Norte,GO,363,238
5200829,Amaralina,GO,636,493
5200852,Americano do Brasil,GO,201,165
5200902,Amorinópolis,GO,310,174
5201108,Anápolis,GO,1511,981
5201207,Anhanguera,GO,24,12
5201306,Anicuns,GO,961,673
5201405,Aparecida de Goiânia,GO,229,133
5201454,Aparecida do Rio Doce,GO,114,43
5201504,Aporé,GO,275,82
5201603,Araçu,GO,221,122
5201702,Aragarças,GO,261,187
5201801,Aragoiânia,GO,385,210
5202155,Araguapaz,GO,669,432
5202353,Arenópolis,GO,566,379
5202502,Aruanã,GO,271,74
5202601,Aurilândia,GO,365,212
5202809,Avelinópolis,GO,199,147
5203104,Baliza,GO,909,754
5203203,Barro Alto,GO,383,186
5203302,Bela Vista de Goiás,GO,1791,1140
5203401,Bom Jardim de Goiás,GO,769,515
5203500,Bom Jesus de Goiás,GO,272,120
5203559,Bonfinópolis,GO,197,134
5203575,Bonópolis,GO,508,287
5203609,Brazabrantes,GO,216,119
5203807,Britânia,GO,182,87
5203906,Buriti Alegre,GO,362,183
5203939,Buriti de Goiás,GO,243,153
5203962,Buritinópolis,GO,222,168
5204003,Cabeceiras,GO,398,291
5204102,Cachoeira Alta,GO,624,273
5204201,Cachoeira de Goiás,GO,134,42
5204250,Cachoeira Dourada,GO,153,79
5204300,Caçu,GO,615,382
5204409,Caiapônia,GO,1863,1105
5204508,Caldas Novas,GO,761,533
5204557,Caldazinha,GO,459,327
5204607,Campestre de Goiás,GO,306,215
5204656,Campinaçu,GO,472,282
5204706,Campinorte,GO,574,401
5204805,Campo Alegre de Goiás,GO,406,137
5204854,Campo Limpo de Goiás,GO,370,220
5204904,Campos Belos,GO,353,210
5204953,Campos Verdes,GO,173,126
5205000,Carmo do Rio Verde,GO,667,537
5205059,Castelândia,GO,95,46
5205109,Catalão,GO,1589,955
5205208,Caturaí,GO,502,192
5205307,Cavalcante,GO,1239,860
5205406,Ceres,GO,454,306
5205455,Cezarina,GO,484,317
5205471,Chapadão do Céu,GO,106,46
5205497,Cidade Ocidental,GO,156,87
5205513,Cocalzinho de Goiás,GO,717,470
5205521,Colinas do Sul,GO,355,217
5205703,Córrego do Ouro,GO,440,270
5205802,Corumbá de Goiás,GO,767,533
5205901,Corumbaíba,GO,565,300
5206206,Cristalina,GO,1763,1094
5206305,Cristianópolis,GO,181,116
5206404,Crixás,GO,1587,902
5206503,Cromínia,GO,330,212
5206602,Cumari,GO,243,128
5206701,Damianópolis,GO,338,235
5206800,Damolândia,GO,261,185
5206909,Davinópolis,GO,247,114
5207105,Diorama,GO,435,262
5207253,Doverlândia,GO,997,703
5207352,Edealina,GO,353,269
5207402,Edéia,GO,449,240
5207501,Estrela do Norte,GO,135,85
5207535,Faina,GO,1204,788
5207600,Fazenda Nova,GO,927,578
5207808,Firminópolis,GO,636,371
5207907,Flores de Goiás,GO,1790,1221
5208004,Formosa,GO,2476,1802
5208103,Formoso,GO,577,373
5208152,Gameleira de Goiás,GO,533,336
5208301,Divinópolis de Goiás,GO,309,182
5208400,Goianápolis,GO,174,131
5208509,Goiandira,GO,344,192
5208608,Goianésia,GO,1052,636
5208707,Goiânia,GO,461,214
5208806,Goianira,GO,327,144
5208905,Goiás,GO,2215,1477
5209101,Goiatuba,GO,725,443
5209150,Gouvelândia,GO,147,70
5209200,Guapó,GO,533,338
5209291,Guaraíta,GO,353,230
5209408,Guarani de Goiás,GO,569,365
5209457,Guarinos,GO,478,368
5209606,Heitoraí,GO,329,265
5209705,Hidrolândia,GO,1016,556
5209804,Hidrolina,GO,453,275
5209903,Iaciara,GO,514,320
5209937,Inaciolândia,GO,169,62
5209952,Indiara,GO,705,498
5210000,Inhumas,GO,1068,729
5210109,Ipameri,GO,1193,565
5210158,Ipiranga de Goiás,GO,428,331
5210208,Iporá,GO,964,667
5210307,Israelândia,GO,219,123
5210406,Itaberaí,GO,1917,1326
5210562,Itaguari,GO,277,265
5210604,Itaguaru,GO,421,350
5210802,Itajá,GO,228,59
5210901,Itapaci,GO,698,438
5211008,Itapirapuã,GO,796,492
5211206,Itapuranga,GO,1704,1265
5211305,Itarumã,GO,517,170
5211404,Itauçu,GO,519,356
5211503,Itumbiara,GO,1114,627
5211602,Ivolândia,GO,487,220
5211701,Jandaia,GO,683,516
5211800,Jaraguá,GO,1834,1038
5211909,Jataí,GO,1906,1067
5212006,Jaupaci,GO,192,87
5212055,Jesúpolis,GO,168,127
5212105,Joviânia,GO,183,101
5212204,Jussara,GO,846,521
5212253,Lagoa Santa,GO,113,46
5212303,Leopoldo de Bulhões,GO,774,475
5212501,Luziânia,GO,1485,906
5212600,Mairipotaba,GO,370,220
5212709,Mambaí,GO,371,289
5212808,Mara Rosa,GO,771,479
5212907,Marzagão,GO,159,101
5212956,Matrinchã,GO,426,247
5213004,Maurilândia,GO,114,58
5213053,Mimoso de Goiás,GO,453,309
5213087,Minaçu,GO,1485,1166
5213103,Mineiros,GO,1488,663
5213400,Moiporá,GO,258,141
5213509,Monte Alegre de Goiás,GO,980,603
5213707,Montes Claros de Goiás,GO,763,423
5213756,Montividiu,GO,287,115
5213772,Montividiu do Norte,GO,686,496
5213806,Morrinhos,GO,2168,1467
5213855,Morro Agudo de Goiás,GO,314,250
5213905,Mossâmedes,GO,584,301
5214002,Mozarlândia,GO,427,244
5214051,Mundo Novo,GO,820,593
5214101,Mutunópolis,GO,438,268
5214408,Nazário,GO,196,107
5214507,Nerópolis,GO,305,181
5214606,Niquelândia,GO,2032,1431
5214705,Nova América,GO,260,170
5214804,Nova Aurora,GO,139,78
5214838,Nova Crixás,GO,861,329
5214861,Nova Glória,GO,515,407
5214879,Nova Iguaçu de Goiás,GO,297,183
5214903,Nova Roma,GO,514,334
5215009,Nova Veneza,GO,449,323
5215207,Novo Brasil,GO,461,246
5215231,Novo Gama,GO,79,62
5215256,Novo Planalto,GO,386,192
5215306,Orizona,GO,2179,1472
5215405,Ouro Verde de Goiás,GO,499,341
5215504,Ouvidor,GO,242,172
5215603,Padre Bernardo,GO,2086,1307
5215652,Palestina de Goiás,GO,496,315
5215702,Palmeiras de Goiás,GO,1512,994
5215801,Palmelo,GO,63,43
5215900,Palminópolis,GO,510,412
5216007,Panamá,GO,210,125
5216304,Paranaiguara,GO,279,147
5216403,Paraúna,GO,760,339
5216452,Perolândia,GO,201,119
5216809,Petrolina de Goiás,GO,955,709
5216908,Pilar de Goiás,GO,554,423
5217104,Piracanjuba,GO,2135,1440
5217203,Piranhas,GO,998,697
5217302,Pirenópolis,GO,2022,1194
5217401,Pires do Rio,GO,676,433
5217609,Planaltina,GO,1341,875
5217708,Pontalina,GO,1028,701
5218003,Porangatu,GO,1926,1115
5218052,Porteirão,GO,45,9
5218102,Portelândia,GO,277,222
5218300,Posse,GO,1461,1031
5218391,Professor Jamil,GO,295,171
5218508,Quirinópolis,GO,1234,711
5218607,Rialma,GO,239,163
5218706,Rianápolis,GO,177,105
5218789,Rio Quente,GO,367,209
5218805,Rio Verde,GO,2970,1592
5218904,Rubiataba,GO,872,616
5219001,Sanclerlândia,GO,494,334
5219100,Santa Bárbara de Goiás,GO,158,97
5219209,Santa Cruz de Goiás,GO,673,419
5219258,Santa Fé de Goiás,GO,300,193
5219308,Santa Helena de Goiás,GO,563,346
5219357,Santa Isabel,GO,516,336
