ibge7,municipio,uf,domicilios_total,domicilios_com_internet
4314068,Passa Sete,RS,1525,1181
4314076,Passo do Sobrado,RS,2381,1767
4314100,Passo Fundo,RS,82151,74189
4314134,Paulo Bento,RS,793,642
4314159,Paverama,RS,3149,2410
4314175,Pedras Altas,RS,866,695
4314209,Pedro Osório,RS,3084,2482
4314308,Pejuçara,RS,1376,1205
4314407,Pelotas,RS,130684,116084
4314423,Picada Café,RS,2031,1795
4314456,Pinhal,RS,1090,877
4314464,Pinhal da Serra,RS,885,724
4314472,Pinhal Grande,RS,1475,1048
4314498,Pinheirinho do Vale,RS,1697,1459
4314506,Pinheiro Machado,RS,4884,3787
4314548,Pinto Bandeira,RS,919,838
4314555,Pirapó,RS,917,690
4314605,Piratini,RS,7526,5697
4314704,Planalto,RS,4045,3060
4314753,Poço das Antas,RS,842,743
4314779,Pontão,RS,1259,1058
4314787,Ponte Preta,RS,585,504
4314803,Portão,RS,12929,11308
4314902,Porto Alegre,RS,557831,512714
4315008,Porto Lucena,RS,1821,1424
4315057,Porto Mauá,RS,842,641
4315073,Porto Vera Cruz,RS,665,491
4315107,Porto Xavier,RS,3923,3383
4315131,Pouso Novo,RS,665,508
4315149,Presidente Lucena,RS,1112,923
4315156,Progresso,RS,2109,1566
4315172,Protásio Alves,RS,752,673
4315206,Putinga,RS,1366,1106
4315305,Quaraí,RS,8695,7306
4315313,Quatro Irmãos,RS,577,476
4315321,Quevedos,RS,1036,774
4315354,Quinze de Novembro,RS,1518,1371
4315404,Redentora,RS,3102,1850
4315453,Relvado,RS,695,563
4315503,Restinga Sêca,RS,5904,4974
4315552,Rio dos Índios,RS,1092,786
4315602,Rio Grande,RS,74546,66406
4315701,Rio Pardo,RS,13539,10563
4315750,Riozinho,RS,1724,1420
4315800,Roca Sales,RS,4049,3494
4315909,Rodeio Bonito,RS,2583,2167
4315958,Rolador,RS,915,610
4316006,Rolante,RS,8226,7125
4316105,Ronda Alta,RS,3550,2937
4316204,Rondinha,RS,1754,1382
4316303,Roque Gonzales,RS,2591,2089
4316402,Rosário do Sul,RS,13804,11488
4316428,Sagrada Família,RS,973,786
4316436,Saldanha Marinho,RS,1036,870
4316451,Salto do Jacuí,RS,4012,3464
4316477,Salvador das Missões,RS,1119,1011
4316501,Salvador do Sul,RS,2670,2427
4316600,Sananduva,RS,6613,5714
4316709,Santa Bárbara do Sul,RS,3210,2762
4316733,Santa Cecília do Sul,RS,617,492
4316758,Santa Clara do Sul,RS,2580,2282
4316808,Santa Cruz do Sul,RS,53641,47797
4316907,Santa Maria,RS,106306,97327
4316956,Santa Maria do Herval,RS,2412,2141
4316972,Santa Margarida do Sul,RS,1037,739
4317004,Santana da Boa Vista,RS,3040,1807
4317103,Sant'Ana do Livramento,RS,31754,26728
4317202,Santa Rosa,RS,30011,27212
4317251,Santa Tereza,RS,593,485
4317301,Santa Vitória do Palmar,RS,12540,10475
4317400,Santiago,RS,19657,16455
4317509,Santo Ângelo,RS,29683,25927
4317558,Santo Antônio do Palma,RS,748,640
4317608,Santo Antônio da Patrulha,RS,17068,13523
4317707,Santo Antônio das Missões,RS,4089,3163
4317756,Santo Antônio do Planalto,RS,816,630
4317806,Santo Augusto,RS,5471,4544
4317905,Santo Cristo,RS,5914,5330
4317954,Santo Expedito do Sul,RS,916,762
4318002,São Borja,RS,22522,18364
4318051,São Domingos do Sul,RS,1057,907
4318101,São Francisco de Assis,RS,7249,5482
4318200,São Francisco de Paula,RS,7925,6594
4318309,São Gabriel,RS,22285,18428
4318408,São Jerônimo,RS,8099,6447
4318424,São João da Urtiga,RS,1739,1432
4318432,São João do Polêsine,RS,1041,913
4318440,São Jorge,RS,1080,959
4318457,São José das Missões,RS,932,692
4318465,São José do Herval,RS,749,515
4318481,São José do Hortêncio,RS,1693,1400
4318499,São José do Inhacorá,RS,956,802
4318507,São José do Norte,RS,10160,7854
4318606,São José do Ouro,RS,2738,2381
4318614,São José do Sul,RS,921,726
4318622,São José dos Ausentes,RS,1459,1149
4318705,São Leopoldo,RS,84178,77285
4318804,São Lourenço do Sul,RS,15229,13198
4318903,São Luiz Gonzaga,RS,13566,11330
4319000,São Marcos,RS,8226,7338
4319109,São Martinho,RS,2218,1920
4319125,São Martinho da Serra,RS,1147,813
4319158,São Miguel das Missões,RS,2803,2327
4319208,São Nicolau,RS,2047,1459
4319307,São Paulo das Missões,RS,2233,1907
4319356,São Pedro da Serra,RS,1309,1180
4319364,São Pedro das Missões,RS,672,493
4319372,São Pedro do Butiá,RS,1169,1013
4319406,São Pedro do Sul,RS,6415,4847
4319505,São Sebastião do Caí,RS,9450,8315
4319604,São Sepé,RS,8660,7051
4319703,São Valentim,RS,1240,916
4319711,São Valentim do Sul,RS,847,734
4319737,São Valério do Sul,RS,826,432
4319752,São Vendelino,RS,852,661
4319802,São Vicente do Sul,RS,3112,2570
4319901,Sapiranga,RS,28697,26483
4320008,Sapucaia do Sul,RS,50192,44948
4320107,Sarandi,RS,8623,7892
4320206,Seberi,RS,4702,3847
4320230,Sede Nova,RS,1067,836
4320263,Segredo,RS,2321,1823
4320305,Selbach,RS,1979,1727
4320321,Senador Salgado Filho,RS,1044,731
4320354,Sentinela do Sul,RS,2109,1482
4320404,Serafina Corrêa,RS,6220,5748
4320453,Sério,RS,780,557
4320503,Sertão,RS,2190,1900
4320552,Sertão Santana,RS,2340,1750
4320578,Sete de Setembro,RS,694,437
4320602,Severiano de Almeida,RS,1309,1082
4320651,Silveira Martins,RS,789,697
4320677,Sinimbu,RS,3206,2276
4320701,Sobradinho,RS,5590,4873
4320800,Soledade,RS,11717,9649
4320859,Tabaí,RS,1744,1389
4320909,Tapejara,RS,9349,8464
4321006,Tapera,RS,4051,3550
4321105,Tapes,RS,6013,4801
4321204,Taquara,RS,20892,17922
4321303,Taquari,RS,10093,8479
4321329,Taquaruçu do Sul,RS,1140,975
4321352,Tavares,RS,2156,1736
4321402,Tenente Portela,RS,5328,4504
4321436,Terra de Areia,RS,4010,3334
4321451,Teutônia,RS,12769,11687
4321469,Tio Hugo,RS,1240,1068
4321477,Tiradentes do Sul,RS,2029,1594
4321493,Toropi,RS,1059,834
4321501,Torres,RS,16529,15377
4321600,Tramandaí,RS,21103,19054
4321626,Travesseiro,RS,832,722
4321634,Três Arroios,RS,1028,795
4321667,Três Cachoeiras,RS,4205,3712
4321709,Três Coroas,RS,9227,8079
4321808,Três de Maio,RS,9880,8573
4321832,Três Forquilhas,RS,1065,859
4321857,Três Palmeiras,RS,1738,1229
4321907,Três Passos,RS,9964,8741
4321956,Trindade do Sul,RS,2836,2326
4322004,Triunfo,RS,10559,8742
4322103,Tucunduva,RS,2263,1823
4322152,Tunas,RS,1404,1125
4322186,Tupanci do Sul,RS,561,472
4322202,Tupanciretã,RS,7793,6488
4322251,Tupandi,RS,1842,1624
4322301,Tuparendi,RS,3365,2788
4322327,Turuçu,RS,1203,961
4322343,Ubiretama,RS,766,618
4322350,União da Serra,RS,436,394
4322376,Unistalda,RS,808,637
4322400,Uruguaiana,RS,41681,36417
4322509,Vacaria,RS,23654,21090
4322525,Vale Verde,RS,1294,950
4322533,Vale do Sol,RS,3784,2985
4322541,Vale Real,RS,2264,2147
4322558,Vanini,RS,788,709
4322608,Venâncio Aires,RS,27664,23068
4322707,Vera Cruz,RS,10340,8782
4322806,Veranópolis,RS,9536,8389
4322855,Vespasiano Corrêa,RS,640,524
4322905,Viadutos,RS,1896,1459
4323002,Viamão,RS,84559,74119
4323101,Vicente Dutra,RS,1792,1330
4323200,Victor Graeff,RS,1104,1015
4323309,Vila Flores,RS,1324,1232
4323358,Vila Lângaro,RS,774,645
4323408,Vila Maria,RS,1657,1493
4323457,Vila Nova do Sul,RS,1598,892
4323507,Vista Alegre,RS,1015,838
4323606,Vista Alegre do Prata,RS,570,463
4323705,Vista Gaúcha,RS,1108,969
4323754,Vitória das Missões,RS,1315,998
4323770,Westfália,RS,1114,941
4323804,Xangri-lá,RS,5806,5414
5000203,Água Clara,MS,5618,5209
5000252,Alcinópolis,MS,1771,1441
5000609,Amambai,MS,13634,10374
5000708,Anastácio,MS,8579,7122
5000807,Anaurilândia,MS,2904,2371
5000856,Angélica,MS,3977,3538
5000906,Antônio João,MS,3177,2253
5001003,Aparecida do Taboado,MS,10291,9107
5001102,Aquidauana,MS,15921,12925
5001243,Aral Moreira,MS,3361,2737
5001508,Bandeirantes,MS,2920,2359
5001904,Bataguassu,MS,8243,7468
5002001,Batayporã,MS,3868,3265
5002100,Bela Vista,MS,7213,6125
5002159,Bodoquena,MS,3046,2437
5002209,Bonito,MS,8249,7435
5002308,Brasilândia,MS,4237,3836
5002407,Caarapó,MS,10656,8762
5002605,Camapuã,MS,5424,4162
5002704,Campo Grande,MS,325824,299235
5002803,Caracol,MS,1717,1506
5002902,Cassilândia,MS,8260,7080
5002951,Chapadão do Sul,MS,10882,10165
5003108,Corguinho,MS,1859,1372
5003157,Coronel Sapucaia,MS,4480,2991
5003207,Corumbá,MS,30104,24579
5003256,Costa Rica,MS,9379,8485
5003306,Coxim,MS,12126,10638
5003454,Deodápolis,MS,5129,4317
5003488,Dois Irmãos do Buriti,MS,3635,2975
5003504,Douradina,MS,2009,1576
5003702,Dourados,MS,85885,78204
5003751,Eldorado,MS,4176,3614
5003801,Fátima do Sul,MS,7851,6729
5003900,Figueirão,MS,1361,1141
5004007,Glória de Dourados,MS,3955,3337
5004106,Guia Lopes da Laguna,MS,3589,2980
5004304,Iguatemi,MS,5060,4402
5004403,Inocência,MS,3129,2827
5004502,Itaporã,MS,8361,6157
5004601,Itaquiraí,MS,6950,6161
5004700,Ivinhema,MS,10245,8951
5004809,Japorã,MS,2494,1499
5004908,Jaraguari,MS,2722,2117
5005004,Jardim,MS,8342,7219
5005103,Jateí,MS,1264,1144
5005152,Juti,MS,2385,1972
5005202,Ladário,MS,6382,5417
5005251,Laguna Carapã,MS,2353,1916
5005400,Maracaju,MS,15759,14722
5005608,Miranda,MS,7846,6143
5005681,Mundo Novo,MS,7049,6160
5005707,Naviraí,MS,18581,16980
5005806,Nioaque,MS,4660,4072
5006002,Nova Alvorada do Sul,MS,7776,6731
5006200,Nova Andradina,MS,17557,15586
5006259,Novo Horizonte do Sul,MS,1796,1432
5006275,Paraíso das Águas,MS,1954,1821
5006309,Paranaíba,MS,15786,13584
5006358,Paranhos,MS,3633,2137
5006408,Pedro Gomes,MS,2698,2025
5006606,Ponta Porã,MS,30443,27245
5006903,Porto Murtinho,MS,4040,3376
5007109,Ribas do Rio Pardo,MS,7790,7262
5007208,Rio Brilhante,MS,13140,11823
5007307,Rio Negro,MS,1766,1392
5007406,Rio Verde de Mato Grosso,MS,7316,6238
5007505,Rochedo,MS,1891,1491
5007554,Santa Rita do Pardo,MS,2517,2119
5007695,São Gabriel do Oeste,MS,10680,9644
5007703,Sete Quedas,MS,3661,3154
5007802,Selvíria,MS,3002,2601
5007901,Sidrolândia,MS,16571,14942
5007935,Sonora,MS,5235,4728
5007950,Tacuru,MS,3241,2362
5007976,Taquarussu,MS,1377,1145
5008008,Terenos,MS,6443,5169
5008305,Três Lagoas,MS,47981,43905
5008404,Vicentina,MS,2389,1830
5100102,Acorizal,MT,1819,1331
5100201,Água Boa,MT,10327,9667
5100250,Alta Floresta,MT,20921,18835
5100300,Alto Araguaia,MT,6643,5672
5100359,Alto Boa Vista,MT,1787,1379
5100409,Alto Garças,MT,4585,3989
5100508,Alto Paraguai,MT,3018,2346
5100607,Alto Taquari,MT,3909,3595
5100805,Apiacás,MT,2803,2416
5101001,Araguaiana,MT,1457,1325
5101209,Araguainha,MT,410,273
5101258,Araputanga,MT,5506,4701
5101308,Arenápolis,MT,3813,3082
5101407,Aripuanã,MT,7811,7045
5101605,Barão de Melgaço,MT,2441,1910
5101704,Barra do Bugres,MT,10542,8845
5101803,Barra do Garças,MT,25280,22108
5101852,Bom Jesus do Araguaia,MT,2472,2153
5101902,Brasnorte,MT,5772,4987
5102504,Cáceres,MT,31051,26260
5102603,Campinápolis,MT,3752,2527
5102637,Campo Novo do Parecis,MT,15279,14624
5102678,Campo Verde,MT,15438,14176
5102686,Campos de Júlio,MT,2883,2709
5102694,Canabrava do Norte,MT,1558,1142
5102702,Canarana,MT,8883,8042
5102793,Carlinda,MT,3776,3299
5102850,Castanheira,MT,2725,2327
5103007,Chapada dos Guimarães,MT,6867,5844
5103056,Cláudia,MT,3396,2927
5103106,Cocalinho,MT,2277,1957
5103205,Colíder,MT,11728,10602
5103254,Colniza,MT,8867,7800
5103304,Comodoro,MT,6431,5258
5103353,Confresa,MT,11923,10679
5103361,Conquista D'Oeste,MT,1332,1191
5103379,Cotriguaçu,MT,3884,3340
5103403,Cuiabá,MT,232270,208515
5103437,Curvelândia,MT,1798,1443
5103452,Denise,MT,2481,2071
5103502,Diamantino,MT,7498,6648
5103601,Dom Aquino,MT,3026,2318
5103700,Feliz Natal,MT,3341,2685
5103809,Figueirópolis D'Oeste,MT,1201,979
5103858,Gaúcha do Norte,MT,2680,2175
5103908,General Carneiro,MT,1897,1488
5103957,Glória D'Oeste,MT,1115,884
5104104,Guarantã do Norte,MT,10911,9913
5104203,Guiratinga,MT,4399,3297
5104500,Indiavaí,MT,835,720
5104526,Ipiranga do Norte,MT,2548,2410
5104542,Itanhangá,MT,2555,2308
5104559,Itaúba,MT,1742,1450
5104609,Itiquira,MT,4290,3683
5104807,Jaciara,MT,10282,8970
5104906,Jangada,MT,2550,1697
5105002,Jauru,MT,3090,2603
5105101,Juara,MT,12083,10727
5105150,Juína,MT,16690,14191
5105176,Juruena,MT,3616,3185
5105200,Juscimeira,MT,4347,3466
5105234,Lambari D'Oeste,MT,1721,1480
5105259,Lucas do Rio Verde,MT,27727,26191
5105309,Luciara,MT,823,578
5105507,Vila Bela da Santíssima Trindade,MT,5354,4257
5105580,Marcelândia,MT,3829,3432
5105606,Matupá,MT,6865,6388
5105622,Mirassol d'Oeste,MT,9874,8549
5105903,Nobres,MT,5252,4717
5106000,Nortelândia,MT,2138,1713
5106109,Nossa Senhora do Livramento,MT,4610,3358
5106158,Nova Bandeirantes,MT,4913,4309
5106174,Nova Nazaré,MT,1142,826
5106182,Nova Lacerda,MT,2382,2123
5106190,Nova Santa Helena,MT,1504,1381
5106208,Nova Brasilândia,MT,1542,969
5106216,Nova Canaã do Norte,MT,4294,3667
5106224,Nova Mutum,MT,18184,17270
5106232,Nova Olímpia,MT,5737,4595
5106240,Nova Ubiratã,MT,3743,3359
5106257,Nova Xavantina,MT,9283,8166
5106265,Novo Mundo,MT,2223,2027
5106273,Novo Horizonte do Norte,MT,1257,968
5106281,Novo São Joaquim,MT,2537,2273
5106299,Paranaíta,MT,4076,3631
5106307,Paranatinga,MT,9093,7780
5106315,Novo Santo Antônio,MT,736,491
5106372,Pedra Preta,MT,6663,5421
5106422,Peixoto de Azevedo,MT,10871,9460
5106455,Planalto da Serra,MT,1121,923
5106505,Poconé,MT,10374,8063
5106653,Pontal do Araguaia,MT,2622,2363
5106703,Ponte Branca,MT,828,557
5106752,Pontes e Lacerda,MT,18305,16684
5106778,Porto Alegre do Norte,MT,4064,3455
5106802,Porto dos Gaúchos,MT,2044,1813
5106828,Porto Esperidião,MT,3457,3066
5106851,Porto Estrela,MT,1179,577
5107008,Poxoréu,MT,8364,6756
5107040,Primavera do Leste,MT,28963,27518
5107065,Querência,MT,8475,7727
5107107,São José dos Quatro Marcos,MT,6782,5494
5107156,Reserva do Cabaçal,MT,835,711
5107180,Ribeirão Cascalheira,MT,3504,2897
5107198,Ribeirãozinho,MT,1010,880
5107206,Rio Branco,MT,1735,1499
5107248,Santa Carmem,MT,1733,1641
5107263,Santo Afonso,MT,958,724
5107297,São José do Povo,MT,1141,941
5107305,São José do Rio Claro,MT,5187,4553
5107354,São José do Xingu,MT,1935,1695
5107404,São Pedro da Cipa,MT,1507,1279
5107578,Rondolândia,MT,1074,872
5107602,Rondonópolis,MT,86840,78875
5107701,Rosário Oeste,MT,5517,3792
5107743,Santa Cruz do Xingu,MT,891,789
5107750,Salto do Céu,MT,1383,1165
5107768,Santa Rita do Trivelato,MT,1050,974
5107776,Santa Terezinha,MT,2340,1977
5107792,Santo Antônio do Leste,MT,1293,1174
5107800,Santo Antônio de Leverger,MT,5124,4198
5107859,São Félix do Araguaia,MT,4632,3820
5107875,Sapezal,MT,9289,8785
5107883,Serra Nova Dourada,MT,640,499
5107909,Sinop,MT,68556,63998
5107925,Sorriso,MT,37041,35059
5107941,Tabaporã,MT,3288,3027
5107958,Tangará da Serra,MT,38057,35085
5108006,Tapurah,MT,4595,4327
5108055,Terra Nova do Norte,MT,3846,3307
5108105,Tesouro,MT,1156,864
5108204,Torixoréu,MT,1702,1388
5108303,União do Sul,MT,1320,1097
5108352,Vale de São Domingos,MT,1098,948
5108402,Várzea Grande,MT,103314,87627
5108501,Vera,MT,4274,3842
5108600,Vila Rica,MT,6863,6192
5108808,Nova Guarita,MT,1667,1544
5108857,Nova Marilândia,MT,1241,1017
5108907,Nova Maringá,MT,1930,1686
5108956,Nova Monte Verde,MT,2984,2584
5200050,Abadia de Goiás,GO,6241,5414
5200100,Abadiânia,GO,6147,4794
5200134,Acreúna,GO,7899,6719
5200159,Adelândia,GO,914,741
5200175,Água Fria de Goiás,GO,1798,1512
5200209,Água Limpa,GO,748,625
5200258,Águas Lindas de Goiás,GO,74437,67809
5200308,Alexânia,GO,9712,8117
5200506,Aloândia,GO,814,673
5200555,Alto Horizonte,GO,2162,1968
5200605,Alto Paraíso de Goiás,GO,3640,3305
5200803,Alvorada do Norte,GO,2955,2277
5200829,Amaralina,GO,1279,873
5200852,Americano do Brasil,GO,2108,1461
5200902,Amorinópolis,GO,1252,1055
5201108,Anápolis,GO,142290,129463
5201207,Anhanguera,GO,358,345
5201306,Anicuns,GO,7148,6061
5201405,Aparecida de Goiânia,GO,186272,170971
5201454,Aparecida do Rio Doce,GO,1097,993
5201504,Aporé,GO,1564,1396
5201603,Araçu,GO,1529,1260
5201702,Aragarças,GO,6636,5766
5201801,Aragoiânia,GO,4662,4097
5202155,Araguapaz,GO,2780,2410
5202353,Arenópolis,GO,1208,1022
5202502,Aruanã,GO,3038,2663
5202601,Aurilândia,GO,1363,1072
5202809,Avelinópolis,GO,1117,940
5203104,Baliza,GO,1282,1071
5203203,Barro Alto,GO,3651,3136
5203302,Bela Vista de Goiás,GO,12903,10989
5203401,Bom Jardim de Goiás,GO,3106,2491
5203500,Bom Jesus de Goiás,GO,8685,7886
5203559,Bonfinópolis,GO,3803,3297
5203575,Bonópolis,GO,1236,955
5203609,Brazabrantes,GO,1548,1311
5203807,Britânia,GO,2141,1947
5203906,Buriti Alegre,GO,4185,3631
5203939,Buriti de Goiás,GO,1108,847
5203962,Buritinópolis,GO,1108,800
5204003,Cabeceiras,GO,2733,2115
5204102,Cachoeira Alta,GO,4298,3643
5204201,Cachoeira de Goiás,GO,591,462
5204250,Cachoeira Dourada,GO,3015,2639
5204300,Caçu,GO,5341,4672
5204409,Caiapônia,GO,6385,5579
5204508,Caldas Novas,GO,36779,33630
5204557,Caldazinha,GO,1711,1474
5204607,Campestre de Goiás,GO,1398,1197
5204656,Campinaçu,GO,1418,1173
5204706,Campinorte,GO,4639,4194
5204805,Campo Alegre de Goiás,GO,2615,2332
5204854,Campo Limpo de Goiás,GO,2696,2181
5204904,Campos Belos,GO,6299,5149
5204953,Campos Verdes,GO,1502,1250
5205000,Carmo do Rio Verde,GO,3693,2977
5205059,Castelândia,GO,1189,901
5205109,Catalão,GO,42420,38268
5205208,Caturaí,GO,1961,1609
5205307,Cavalcante,GO,3474,2259
5205406,Ceres,GO,8358,7378
5205455,Cezarina,GO,3222,2641
5205471,Chapadão do Céu,GO,4291,4072
5205497,Cidade Ocidental,GO,31791,29193
5205513,Cocalzinho de Goiás,GO,8986,7370
5205521,Colinas do Sul,GO,1492,1213
5205703,Córrego do Ouro,GO,1021,870
5205802,Corumbá de Goiás,GO,3724,2974
5205901,Corumbaíba,GO,3508,3102
5206206,Cristalina,GO,21400,18350
5206305,Cristianópolis,GO,1395,1100
5206404,Crixás,GO,6169,5333
5206503,Cromínia,GO,1536,1285
5206602,Cumari,GO,1153,886
5206701,Damianópolis,GO,1369,913
5206800,Damolândia,GO,1092,879
5206909,Davinópolis,GO,768,617
5207105,Diorama,GO,832,712
5207253,Doverlândia,GO,2764,2455
5207352,Edealina,GO,1648,1342
5207402,Edéia,GO,4367,3739
5207501,Estrela do Norte,GO,1269,1023
5207535,Faina,GO,2820,2342
5207600,Fazenda Nova,GO,2424,2029
5207808,Firminópolis,GO,4053,3411
5207907,Flores de Goiás,GO,4312,3171
5208004,Formosa,GO,40763,34820
5208103,Formoso,GO,1811,1381
5208152,Gameleira de Goiás,GO,1285,1029
5208301,Divinópolis de Goiás,GO,1645,1315
5208400,Goianápolis,GO,4918,4378
5208509,Goiandira,GO,1898,1643
5208608,Goianésia,GO,25990,22524
5208707,Goiânia,GO,549614,507938
5208806,Goianira,GO,25186,22366
5208905,Goiás,GO,9601,8099
5209101,Goiatuba,GO,13571,11694
5209150,Gouvelândia,GO,1677,1468
5209200,Guapó,GO,7164,5870
5209291,Guaraíta,GO,913,694
5209408,Guarani de Goiás,GO,1438,1017
5209457,Guarinos,GO,885,661
5209606,Heitoraí,GO,1358,1126
5209705,Hidrolândia,GO,9701,8562
5209804,Hidrolina,GO,1372,1146
5209903,Iaciara,GO,3564,2758
5209937,Inaciolândia,GO,2208,1919
5209952,Indiara,GO,6316,5510
5210000,Inhumas,GO,19552,16509
5210109,Ipameri,GO,9704,8241
5210158,Ipiranga de Goiás,GO,1185,1008
5210208,Iporá,GO,13966,12476
5210307,Israelândia,GO,1029,733
5210406,Itaberaí,GO,16004,13941
5210562,Itaguari,GO,1952,1658
5210604,Itaguaru,GO,1978,1533
5210802,Itajá,GO,1750,1456
5210901,Itapaci,GO,7786,6837
5211008,Itapirapuã,GO,3136,2714
5211206,Itapuranga,GO,10513,8710
5211305,Itarumã,GO,2328,1978
5211404,Itauçu,GO,2936,2428
5211503,Itumbiara,GO,39708,36013
5211602,Ivolândia,GO,1092,962
5211701,Jandaia,GO,2527,2018
5211800,Jaraguá,GO,16574,13926
5211909,Jataí,GO,38266,34515
5212006,Jaupaci,GO,1135,940
5212055,Jesúpolis,GO,833,667
5212105,Joviânia,GO,2731,2410
5212204,Jussara,GO,7665,6827
5212253,Lagoa Santa,GO,537,479
5212303,Leopoldo de Bulhões,GO,3252,2848
5212501,Luziânia,GO,71837,61961
5212600,Mairipotaba,GO,1065,824
5212709,Mambaí,GO,2595,2140
5212808,Mara Rosa,GO,4090,3237
5212907,Marzagão,GO,1000,914
5212956,Matrinchã,GO,1562,1326
5213004,Maurilândia,GO,3772,3049
5213053,Mimoso de Goiás,GO,980,715
5213087,Minaçu,GO,9910,8832
5213103,Mineiros,GO,24786,22077
5213400,Moiporá,GO,708,582
5213509,Monte Alegre de Goiás,GO,2333,1670
5213707,Montes Claros de Goiás,GO,3425,2998
5213756,Montividiu,GO,4419,3984
5213772,Montividiu do Norte,GO,1506,1083
5213806,Morrinhos,GO,19721,17378
5213855,Morro Agudo de Goiás,GO,977,814
5213905,Mossâmedes,GO,1862,1514
5214002,Mozarlândia,GO,5233,4893
5214051,Mundo Novo,GO,2274,1925
5214101,Mutunópolis,GO,1378,1166
5214408,Nazário,GO,3118,2689
5214507,Nerópolis,GO,11189,9773
5214606,Niquelândia,GO,13277,10644
5214705,Nova América,GO,908,732
5214804,Nova Aurora,GO,832,687
5214838,Nova Crixás,GO,4677,4152
5214861,Nova Glória,GO,3283,2724
5214879,Nova Iguaçu de Goiás,GO,1110,892
5214903,Nova Roma,GO,1161,859
5215009,Nova Veneza,GO,3465,3082
5215207,Novo Brasil,GO,1523,1209
5215231,Novo Gama,GO,34246,30577
5215256,Novo Planalto,GO,1425,1096
5215306,Orizona,GO,6270,5135
5215405,Ouro Verde de Goiás,GO,1512,1212
5215504,Ouvidor,GO,2601,2314
5215603,Padre Bernardo,GO,12078,10086
5215652,Palestina de Goiás,GO,1205,1078
5215702,Palmeiras de Goiás,GO,11585,10406
5215801,Palmelo,GO,893,708
5215900,Palminópolis,GO,1519,1289
5216007,Panamá,GO,996,835
5216304,Paranaiguara,GO,3066,2442
